tiempo  root
0.6934	198.41.0.4
0.6971	199.9.14.201
0.7001	192.33.4.12
0.4380	199.7.91.13
0.4283	192.203.230.10
0.4199	192.5.5.241
0.7422	192.112.36.4
0.4877	198.97.190.53
0.4012	192.36.148.17
0.7233	192.58.128.30
0.8458	193.0.14.129
0.4704	199.7.83.42
0.7130	202.12.27.33
